Postaja,Jan,Feb,Mar,Apr,Maj,Jun,Jul,Avg,Sep,Okt,Nov,Dec
Ljubljana Bež.,34,39.0,33,33,23,25,24,21,21.0,32.0,43.0,59.0
Maribor,45,47.0,55,42,31,30,31,28,34.0,43.0,46.0,53.0
Celje,35,38.0,37,35,24,23,23,20,21.0,32.0,43.0,53.0
Trbovlje,39,47.0,48,43,25,26,28,22,22.0,41.0,54.0,55.0
Zagorje,53,58.0,53,35,27,27,26,25,23.0,42.0,57.0,67.0
Murska S.-Rakičan,37,32.0,31,35,25,24,25,21,22.0,31.0,32.0,47.0
Nova Gorica,44,36.0,34,40,26,28,28,25,33.0,32.0,32.0,37.0
Koper,36,28.0,29,42,28,29,25,25,20.0,32.0,19.0,29.0
Iskrba,13,14.0,16,22,16,17,14,16,13.0,16.0,12.0,15.0
Morsko,42,,28,27,18,19,17,15,12.0,22.0,27.0,28.0
Gorenje Polje,43,35.0,24,27,18,18,17,15,,,,
Vnajnarje,20,20.0,15,27,18,17,19,16,16.0,23.0,20.0,40.0
Pesje,23,24.0,25,30,22,22,19,19,19.0,24.0,22.0,39.0
Škale,27,31.0,37,40,29,33,34,31,27.0,30.0,30.0,46.0
Prapretno,34,39.0,33,33,23,25,24,21,21.0,32.0,43.0,59.0
